Vardas             Pavarde          ND1  ND2  ND3  ND4  ND5  Egz. 
Vardas3033         Pavarde3033      6    4    1    5    10   4    
Vardas3034         Pavarde3034      0    5    9    1    3    4    
Vardas3035         Pavarde3035      5    4    3    5    1    5    
Vardas3036         Pavarde3036      0    10   6    1    8    6    
Vardas3037         Pavarde3037      1    1    3    10   4    10   
Vardas3038         Pavarde3038      4    5    2    4    5    1    
Vardas3039         Pavarde3039      5    9    7    3    0    1    
Vardas3040         Pavarde3040      4    0    1    3    0    2    
Vardas3041         Pavarde3041      3    8    10   5    3    2    
Vardas3042         Pavarde3042      2    0    7    9    10   1    
Vardas3043         Pavarde3043      3    4    9    3    1    3    
Vardas3044         Pavarde3044      8    1    9    1    8    4    
Vardas3045         Pavarde3045      1    6    10   5    9    8    
Vardas3046         Pavarde3046      2    3    4    1    3    6    
Vardas3047         Pavarde3047      0    3    9    3    5    0    
Vardas3048         Pavarde3048      4    3    9    5    5    3    
Vardas3049         Pavarde3049      4    10   1    8    6    6    
Vardas3050         Pavarde3050      8    1    7    3    4    3    
Vardas3051         Pavarde3051      7    8    0    7    0    5    
Vardas3052         Pavarde3052      7    3    2    7    10   10   
Vardas3053         Pavarde3053      1    0    7    0    6    1    
Vardas3054         Pavarde3054      4    1    1    1    9    3    
Vardas3055         Pavarde3055      0    8    0    9    10   8    
Vardas3056         Pavarde3056      2    5    8    5    0    6    
Vardas3057         Pavarde3057      2    0    4    6    2    8    
Vardas3058         Pavarde3058      7    8    4    2    0    7    
Vardas3059         Pavarde3059      1    6    9    1    6    8    
Vardas3060         Pavarde3060      7    7    7    2    3    3    
Vardas3061         Pavarde3061      3    8    2    2    0    1    
Vardas3062         Pavarde3062      8    6    6    0    2    9    
Vardas3063         Pavarde3063      2    5    4    3    5    1    
Vardas3064         Pavarde3064      10   5    8    3    9    8    
Vardas3065         Pavarde3065      5    0    7    0    7    7    
Vardas3066         Pavarde3066      1    6    10   1    8    1    
Vardas3067         Pavarde3067      5    2    4    10   3    10   
Vardas3068         Pavarde3068      3    0    10   5    0    7    
Vardas3069         Pavarde3069      5    3    10   3    1    5    
Vardas3070         Pavarde3070      5    0    4    9    7    7    
Vardas3071         Pavarde3071      6    10   1    5    4    8    
Vardas3072         Pavarde3072      8    0    1    10   9    5    
Vardas3073         Pavarde3073      8    10   7    2    3    7    
Vardas3074         Pavarde3074      7    1    3    7    1    0    
Vardas3075         Pavarde3075      5    8    3    10   8    8    
Vardas3076         Pavarde3076      1    5    5    0    0    4    
Vardas3077         Pavarde3077      7    5    9    4    7    3    
Vardas3078         Pavarde3078      7    4    0    8    9    10   
Vardas3079         Pavarde3079      9    10   10   8    9    8    
Vardas3080         Pavarde3080      4    4    3    7    3    6    
Vardas3081         Pavarde3081      0    8    4    9    7    8    
Vardas3082         Pavarde3082      9    10   1    7    8    8    
Vardas3083         Pavarde3083      1    3    2    4    5    10   
Vardas3084         Pavarde3084      4    9    7    3    9    4    
Vardas3085         Pavarde3085      3    7    2    0    9    10   
Vardas3086         Pavarde3086      0    4    8    6    5    10   
Vardas3087         Pavarde3087      4    3    10   2    10   4    
Vardas3088         Pavarde3088      3    0    3    2    5    10   
Vardas3089         Pavarde3089      1    2    2    4    10   10   
Vardas3090         Pavarde3090      6    5    5    2    10   1    
Vardas3091         Pavarde3091      6    3    0    10   2    3    
Vardas3092         Pavarde3092      2    9    9    10   6    5    
Vardas3093         Pavarde3093      2    10   8    6    10   6    
Vardas3094         Pavarde3094      4    7    4    2    4    10   
Vardas3095         Pavarde3095      10   0    2    10   3    8    
Vardas3096         Pavarde3096      5    2    7    7    2    6    
Vardas3097         Pavarde3097      10   0    7    6    3    8    
Vardas3098         Pavarde3098      7    7    0    7    5    1    
Vardas3099         Pavarde3099      10   6    3    8    10   3    
Vardas3100         Pavarde3100      2    5    8    10   5    9    
Vardas3101         Pavarde3101      5    1    8    0    5    1    
Vardas3102         Pavarde3102      6    7    2    1    5    9    
Vardas3103         Pavarde3103      7    1    10   6    7    2    
Vardas3104         Pavarde3104      10   7    10   9    5    3    
Vardas3105         Pavarde3105      3    10   1    1    6    0    
Vardas3106         Pavarde3106      10   7    0    10   10   8    
Vardas3107         Pavarde3107      2    4    8    1    3    6    
Vardas3108         Pavarde3108      1    5    1    8    6    8    
Vardas3109         Pavarde3109      9    9    1    4    8    10   
Vardas3110         Pavarde3110      7    4    3    7    0    4    
Vardas3111         Pavarde3111      4    10   10   2    7    1    
Vardas3112         Pavarde3112      6    1    0    10   9    9    
Vardas3113         Pavarde3113      5    0    4    7    8    9    
Vardas3114         Pavarde3114      9    8    0    4    8    1    
Vardas3115         Pavarde3115      10   6    8    9    1    3    
Vardas3116         Pavarde3116      7    2    1    1    3    5    
Vardas3117         Pavarde3117      1    6    1    7    2    10   
Vardas3118         Pavarde3118      1    9    1    8    5    1    
Vardas3119         Pavarde3119      7    4    4    0    10   6    
Vardas3120         Pavarde3120      5    10   2    6    0    4    
Vardas3121         Pavarde3121      5    4    3    10   2    4    
Vardas3122         Pavarde3122      7    5    1    5    5    8    
Vardas3123         Pavarde3123      7    8    10   3    3    5    
Vardas3124         Pavarde3124      6    6    8    9    10   6    
Vardas3125         Pavarde3125      7    4    3    1    3    8    
Vardas3126         Pavarde3126      5    3    7    0    3    0    
Vardas3127         Pavarde3127      2    5    4    5    6    9    
Vardas3128         Pavarde3128      7    0    6    7    0    9    
Vardas3129         Pavarde3129      4    9    3    4    0    2    
Vardas3130         Pavarde3130      6    5    10   5    3    4    
Vardas3131         Pavarde3131      5    1    10   1    3    0    
Vardas3132         Pavarde3132      3    5    2    1    8    1    
Vardas3133         Pavarde3133      8    1    1    1    1    4    
Vardas3134         Pavarde3134      4    9    4    7    2    1    
Vardas3135         Pavarde3135      4    3    4    6    10   2    
Vardas3136         Pavarde3136      1    9    8    10   10   1    
Vardas3137         Pavarde3137      6    6    1    6    3    6    
Vardas3138         Pavarde3138      4    5    8    3    3    6    
Vardas3139         Pavarde3139      4    5    10   3    7    6    
Vardas3140         Pavarde3140      3    8    10   4    9    7    
Vardas3141         Pavarde3141      3    3    0    9    2    0    
Vardas3142         Pavarde3142      9    1    0    8    9    10   
Vardas3143         Pavarde3143      1    7    0    10   8    1    
Vardas3144         Pavarde3144      8    7    2    7    3    3    
Vardas3145         Pavarde3145      9    8    7    6    2    3    
Vardas3146         Pavarde3146      6    2    0    5    2    2    
Vardas3147         Pavarde3147      7    0    4    3    9    9    
Vardas3148         Pavarde3148      7    4    7    8    7    4    
Vardas3149         Pavarde3149      8    10   6    6    7    8    
Vardas3150         Pavarde3150      8    5    7    1    8    1    
Vardas3151         Pavarde3151      3    3    7    7    8    8    
Vardas3152         Pavarde3152      3    0    4    10   3    1    
Vardas3153         Pavarde3153      5    0    10   5    9    0    
Vardas3154         Pavarde3154      5    5    10   5    0    5    
Vardas3155         Pavarde3155      7    7    3    6    6    10   
Vardas3156         Pavarde3156      2    6    10   9    8    3    
Vardas3157         Pavarde3157      6    6    0    8    10   6    
Vardas3158         Pavarde3158      0    2    10   0    8    7    
Vardas3159         Pavarde3159      4    8    2    1    0    2    
Vardas3160         Pavarde3160      2    10   1    3    9    2    
Vardas3161         Pavarde3161      10   2    7    1    0    2    
Vardas3162         Pavarde3162      6    1    10   3    5    0    
Vardas3163         Pavarde3163      7    2    8    1    10   0    
Vardas3164         Pavarde3164      6    0    10   4    0    7    
Vardas3165         Pavarde3165      4    3    10   10   0    8    
Vardas3166         Pavarde3166      8    6    5    6    4    4    
Vardas3167         Pavarde3167      1    9    5    0    7    9    
Vardas3168         Pavarde3168      8    1    10   6    1    10   
Vardas3169         Pavarde3169      2    1    10   8    4    5    
Vardas3170         Pavarde3170      3    5    7    3    10   8    
Vardas3171         Pavarde3171      0    5    1    9    4    2    
Vardas3172         Pavarde3172      4    5    1    6    1    9    
Vardas3173         Pavarde3173      5    7    3    5    0    5    
Vardas3174         Pavarde3174      9    10   2    5    9    8    
Vardas3175         Pavarde3175      3    9    9    8    10   5    
Vardas3176         Pavarde3176      3    1    1    6    0    1    
Vardas3177         Pavarde3177      2    7    3    7    6    8    
Vardas3178         Pavarde3178      6    3    0    7    9    9    
Vardas3179         Pavarde3179      4    5    1    0    10   3    
Vardas3180         Pavarde3180      2    0    6    1    1    7    
Vardas3181         Pavarde3181      10   6    2    10   0    3    
Vardas3182         Pavarde3182      10   1    4    6    8    9    
Vardas3183         Pavarde3183      2    4    1    7    10   6    
Vardas3184         Pavarde3184      2    5    1    9    9    10   
Vardas3185         Pavarde3185      6    2    6    8    7    9    
Vardas3186         Pavarde3186      5    10   9    1    3    7    
Vardas3187         Pavarde3187      6    3    3    9    2    7    
Vardas3188         Pavarde3188      7    7    8    2    9    3    
Vardas3189         Pavarde3189      8    7    4    9    6    4    
Vardas3190         Pavarde3190      10   3    3    6    0    8    
Vardas3191         Pavarde3191      2    4    10   3    1    2    
Vardas3192         Pavarde3192      0    8    4    0    1    7    
Vardas3193         Pavarde3193      10   6    0    10   6    3    
Vardas3194         Pavarde3194      8    4    9    7    8    8    
Vardas3195         Pavarde3195      10   4    6    7    0    0    
Vardas3196         Pavarde3196      8    1    10   4    2    4    
